Date,Andaman and Nicobar Islands,Andhra Pradesh,Bihar,Chhattisgarh,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,J and K,Jharkhand,Karnataka,Kerala,Madhya Pradesh,Maharashtra,NorthEast,Odisha,Punjab,Rajasthan,Tamil Nadu,Telengana,Uttar Pradesh,Uttarakhand,West Bengal,India
2020-03-21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4.0
2020-03-23,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,8.0
2020-03-25,0,0,1,0,1,0,1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,10.0
2020-03-27,0,0,1,0,1,0,3,0,1,1,0,2,0,1,4,0,0,1,0,1,0,0,0,1,17.0
2020-03-29,0,0,1,0,2,0,4,0,1,1,0,3,1,2,6,0,0,1,0,1,1,0,0,1,25.0
2020-03-31,0,0,1,0,2,0,6,0,1,2,0,3,1,3,9,0,0,3,0,1,1,0,0,2,35.0
2020-04-02,0,1,1,0,2,0,6,0,1,2,0,3,2,6,13,0,0,4,0,1,3,2,0,0,47.0
2020-04-04,0,1,1,0,6,0,9,0,1,2,0,3,2,6,19,0,0,5,0,1,7,2,0,3,68.0
2020-04-06,0,3,1,0,7,0,11,1,1,2,0,4,2,9,45,0,0,6,0,5,7,2,0,3,109.0
2020-04-08,0,4,1,0,9,0,13,3,1,2,0,4,2,13,64,0,1,7,3,7,7,3,0,5,149.0
2020-04-10,0,4,1,0,12,0,17,3,1,4,1,5,2,16,97,0,1,8,3,8,7,4,0,5,199.0
2020-04-12,0,6,1,0,19,0,22,3,1,4,1,6,2,36,127,1,1,11,3,10,9,5,0,5,273.0
2020-04-14,0,9,1,0,28,0,26,3,1,4,2,9,3,50,160,1,1,12,3,11,17,5,0,7,353.0
2020-04-16,0,14,1,0,32,0,33,3,1,4,2,12,3,53,187,2,1,13,3,14,18,11,0,7,414.0
2020-04-18,0,14,2,0,42,0,41,3,1,5,2,13,3,69,201,2,1,13,11,15,18,14,0,10,480.0
2020-04-20,0,15,2,0,45,0,63,3,1,5,2,16,3,70,223,2,1,16,14,15,18,17,0,12,543.0
2020-04-22,0,22,2,0,47,0,90,3,1,5,3,17,3,76,251,2,1,16,25,18,23,20,0,15,640.0
2020-04-24,0,27,2,0,50,0,112,3,1,5,3,17,3,83,283,2,1,16,27,20,24,24,0,15,718.0
2020-04-26,0,31,2,0,54,0,133,3,1,6,3,18,4,99,323,2,1,17,33,23,26,29,0,18,826.0
2020-04-28,0,31,2,0,54,0,162,3,1,7,3,20,4,110,369,2,1,18,46,24,26,31,0,20,934.0
2020-04-30,0,31,2,0,56,0,197,3,1,8,3,21,4,129,432,2,1,19,51,27,26,39,0,22,1074.0
2020-05-02,0,33,3,0,61,0,236,4,1,8,3,22,4,145,485,2,1,19,62,28,26,42,0,33,1218.0
2020-05-04,0,33,4,0,64,0,290,5,1,8,3,25,4,156,548,2,1,21,71,30,29,43,0,35,1373.0
2020-05-06,0,36,4,0,64,0,368,6,2,8,3,29,4,176,617,2,1,25,89,33,29,56,1,140,1693.0
2020-05-08,0,38,5,0,66,0,425,7,2,9,3,30,4,193,694,2,2,28,97,37,29,62,1,151,1885.0
2020-05-10,0,44,5,0,73,0,472,9,2,9,3,30,4,215,779,3,2,31,106,44,30,74,1,171,2107.0
2020-05-12,0,45,6,0,73,0,513,11,2,10,3,31,4,221,868,3,3,31,113,53,30,80,1,190,2291.0
2020-05-14,0,47,7,0,106,0,566,11,2,11,3,33,4,232,975,3,3,32,121,64,34,83,1,207,2545.0
